回数,計算時間,評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト,人数違反
0,0.025000,3715,0,0,0,0,0,0,0,0,0,143,14,3558,
0,21.305000,19263,0,0,0,0,0,0,0,0,0,510,44,18709,
0,26.191000,14987,0,0,0,0,0,0,0,0,0,482,35,14470,
0,26.194000,14987,0,0,0,0,0,0,0,0,0,482,35,14470,
0,26.971000,13443,0,0,0,0,0,0,0,0,0,454,34,12955,
0,27.749000,12813,0,0,0,0,0,0,0,0,0,432,32,12349,
0,28.515000,12514,0,0,0,0,0,0,0,0,0,435,34,12045,
0,29.292000,12405,0,0,0,0,0,0,0,0,0,433,29,11943,
0,30.068000,12399,0,0,0,0,0,0,0,0,0,427,29,11943,
0,30.836000,12205,0,0,0,0,0,0,0,0,0,434,31,11740,
0,31.614000,12103,0,0,0,0,0,0,0,0,0,431,31,11641,
0,32.382000,12095,0,0,0,0,0,0,0,0,0,425,31,11639,
0,33.153000,12092,0,0,0,0,0,0,0,0,0,420,31,11641,
0,33.929000,11986,0,0,0,0,0,0,0,0,0,417,29,11540,
0,34.697000,11793,0,0,0,0,0,0,0,0,0,425,29,11339,
0,35.474000,11687,0,0,0,0,0,0,0,0,0,418,30,11239,
0,36.250000,11683,0,0,0,0,0,0,0,0,0,415,29,11239,
0,37.017000,11683,0,0,0,0,0,0,0,0,0,415,29,11239,
0,37.795000,11682,0,0,0,0,0,0,0,0,0,411,33,11238,
0,38.569000,11582,0,0,0,0,0,0,0,0,0,413,33,11136,
0,39.341000,11504,0,0,0,0,0,0,0,0,0,435,35,11034,
0,40.118000,11493,0,0,0,0,0,0,0,0,0,424,35,11034,
0,40.885000,11493,0,0,0,0,0,0,0,0,0,424,35,11034,
0,41.664000,11493,0,0,0,0,0,0,0,0,0,424,35,11034,
0,42.441000,11391,0,0,0,0,0,0,0,0,0,426,29,10936,
0,43.209000,11294,0,0,0,0,0,0,0,0,0,430,29,10835,
0,43.987000,11287,0,0,0,0,0,0,0,0,0,424,29,10834,
0,44.759000,11287,0,0,0,0,0,0,0,0,0,424,29,10834,
0,45.529000,10988,0,0,0,0,0,0,0,0,0,428,29,10531,
0,46.308000,10986,0,0,0,0,0,0,0,0,0,427,29,10530,
0,47.075000,10986,0,0,0,0,0,0,0,0,0,427,29,10530,
0,47.851000,10986,0,0,0,0,0,0,0,0,0,427,29,10530,
0,48.628000,10890,0,0,0,0,0,0,0,0,0,426,32,10432,
0,49.397000,10890,0,0,0,0,0,0,0,0,0,426,32,10432,
