0	0	4	100	1
0	1	6	100	1
0	2	3	100	1
1	0	4	100	1
1	1	6	100	1
1	2	1	100	1
2	0	4	100	1
2	1	6	100	1
2	2	2	100	1
3	0	4	100	1
3	1	5	100	1
3	2	1	100	1
4	0	3	100	1
4	1	7	100	1
4	2	2	100	1
5	0	4	100	1
5	1	4	100	1
5	2	3	100	1
6	0	4	100	1
6	1	7	100	1
6	2	2	100	1
7	0	4	100	1
7	1	5	100	1
7	2	2	100	1
8	0	4	100	1
8	1	6	100	1
8	2	2	100	1
9	0	3	100	1
9	1	4	100	1
9	2	2	100	1
10	0	2	100	1
10	1	5	100	1
10	2	2	100	1
11	0	6	100	1
11	1	5	100	1
11	2	1	100	1
12	0	4	100	1
12	1	3	100	1
12	2	2	100	1
13	0	6	100	1
13	1	5	100	1
13	2	2	100	1
14	0	5	100	1
14	1	5	100	1
14	2	1	100	1
15	0	4	100	1
15	1	6	100	1
15	2	2	100	1
16	0	3	100	1
16	1	3	100	1
16	2	2	100	1
17	0	4	100	1
17	1	5	100	1
17	2	2	100	1
18	0	4	100	1
18	1	5	100	1
18	2	3	100	1
19	0	6	100	1
19	1	6	100	1
19	2	2	100	1
20	0	6	100	1
20	1	3	100	1
20	2	2	100	1
21	0	6	100	1
21	1	3	100	1
21	2	1	100	1
22	0	4	100	1
22	1	5	100	1
22	2	4	100	1
23	0	4	100	1
23	1	5	100	1
23	2	3	100	1
24	0	5	100	1
24	1	5	100	1
24	2	3	100	1
25	0	4	100	1
25	1	5	100	1
25	2	2	100	1
26	0	2	100	1
26	1	2	100	1
26	2	2	100	1
27	0	5	100	1
27	1	7	100	1
27	2	2	100	1
