0	1	0
0	2	1
0	3	1
0	4	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
1	0	1
1	1	1
1	2	1
1	3	1
1	4	1
1	7	2
1	8	2
1	12	2
1	13	2
2	2	0
2	3	0
2	4	0
2	7	1
2	8	1
2	9	2
2	12	0
2	13	0
3	1	2
3	2	2
3	3	2
3	4	2
3	7	0
3	8	0
3	9	2
3	12	0
3	13	0
4	0	0
4	1	0
4	5	0
4	6	0
4	9	0
4	10	0
4	11	0
5	1	1
5	2	1
5	3	1
5	4	1
5	7	0
5	8	0
5	9	0
5	12	1
5	13	1
6	0	2
6	1	2
6	2	2
6	5	1
6	6	1
6	7	1
6	10	2
6	11	2
7	2	0
7	3	0
7	4	2
7	5	2
7	6	2
7	9	1
7	10	1
7	11	2
8	0	1
8	1	1
8	2	1
8	3	1
8	9	0
8	10	1
8	11	2
8	12	2
8	13	2
9	0	1
9	3	0
9	4	1
9	7	1
9	8	1
9	9	1
9	12	1
9	13	1
10	0	0
10	1	1
10	5	1
10	6	1
10	7	1
10	8	1
10	9	1
10	10	1
11	0	2
11	5	1
11	6	1
11	7	2
11	8	2
11	9	2
11	10	2
12	2	1
12	3	1
12	4	2
12	8	0
12	9	0
12	10	0
12	11	0
12	12	1
12	13	1
13	1	2
13	2	2
13	3	2
13	4	2
13	9	1
13	10	1
13	11	1
13	12	1
13	13	2
14	0	2
14	4	1
14	5	1
14	6	1
14	7	1
14	8	1
14	9	2
15	5	1
15	6	1
15	7	1
15	11	2
16	7	2
16	11	1
16	12	1
16	13	1
17	2	0
17	5	0
17	6	0
17	7	0
18	1	0
18	5	0
18	6	0
18	7	0
19	3	0
19	4	0
19	5	0
19	6	0
