0	0	2	100	1
0	1	3	100	1
0	2	3	100	1
1	0	3	100	1
1	1	4	100	1
1	2	3	100	1
2	0	3	100	1
2	1	5	100	1
2	2	3	100	1
3	0	4	100	1
3	1	5	100	1
3	2	2	100	1
4	0	2	100	1
4	1	5	100	1
4	2	4	100	1
5	0	4	100	1
5	1	6	100	1
5	2	2	100	1
6	0	6	100	1
6	1	5	100	1
6	2	3	100	1
7	0	4	100	1
7	1	6	100	1
7	2	3	100	1
8	0	3	100	1
8	1	4	100	1
8	2	2	100	1
9	0	4	100	1
9	1	5	100	1
9	2	4	100	1
10	0	2	100	1
10	1	5	100	1
10	2	2	100	1
11	0	2	100	1
11	1	3	100	1
11	2	4	100	1
12	0	2	100	1
12	1	6	100	1
12	2	5	100	1
13	0	3	100	1
13	1	5	100	1
13	2	3	100	1
