0	19	1	2
0	20	1	2
0	21	1	2
0	22	1	2
0	23	1	2
1	1	0	3
1	9	2	1
1	10	2	1
1	15	4	3
1	16	4	3
1	17	4	3
1	24	4	2
1	25	4	2
2	12	2	2
2	13	2	2
2	14	2	2
2	20	5	2
2	21	5	2
2	22	5	2
2	23	5	2
2	27	0	3
2	28	0	3
2	29	0	3
3	1	2	3
3	2	2	3
3	11	1	3
3	12	1	3
3	13	1	3
3	21	0	1
3	22	0	1
3	23	0	1
3	24	0	1
3	25	0	1
4	1	2	2
4	2	2	2
4	3	2	2
4	4	2	2
4	5	2	2
4	13	0	3
4	14	0	3
4	24	2	1
4	25	2	1
4	26	2	1
4	27	2	1
5	6	2	1
5	7	2	1
5	17	2	3
5	18	2	3
5	38	2	2
6	1	1	1
6	2	1	1
6	3	1	1
6	4	1	1
6	5	1	1
6	29	2	1
6	30	2	1
6	31	2	1
6	32	2	1
7	10	0	1
8	23	0	1
8	24	0	1
8	33	1	3
8	34	1	3
8	35	1	3
9	10	2	1
9	11	2	1
9	12	2	1
9	13	2	1
9	14	2	1
10	0	2	2
10	19	5	1
10	20	5	1
10	21	5	1
10	22	5	1
11	8	0	3
11	9	0	3
11	10	0	3
11	11	0	3
11	12	0	3
11	25	0	1
12	8	4	3
12	9	4	3
12	13	1	3
12	14	1	3
12	15	1	3
12	30	4	2
12	31	4	2
12	36	2	2
12	41	5	3
13	3	2	2
13	4	2	2
13	5	2	2
13	6	2	2
13	17	0	3
13	18	0	3
13	19	0	3
13	20	0	3
13	25	0	2
13	26	0	2
13	27	0	2
13	28	0	2
13	29	0	2
13	39	2	1
14	21	2	3
14	22	2	3
14	23	2	3
14	24	2	3
14	25	2	3
14	33	1	1
14	34	1	1
14	35	1	1
14	36	1	1
15	2	3	2
15	3	3	2
15	4	3	2
15	9	2	3
15	10	2	3
16	2	2	2
16	7	5	3
16	8	5	3
16	9	5	3
16	31	2	2
16	32	2	2
16	33	2	2
16	38	1	1
16	39	1	1
16	40	1	1
17	34	5	2
17	35	5	2
17	36	5	2
17	37	5	2
18	3	2	2
18	4	2	2
18	5	2	2
18	6	2	2
19	8	2	1
19	9	2	1
19	10	2	1
19	11	2	1
19	18	2	3
19	19	2	3
19	20	2	3
19	21	2	3
19	22	2	3
20	14	3	1
20	15	3	1
20	16	3	1
20	20	3	1
20	21	3	1
20	22	3	1
20	23	3	1
20	28	1	1
21	7	2	1
21	8	2	1
21	17	3	2
21	18	3	2
21	19	3	2
21	20	3	2
21	21	3	2
21	33	2	2
21	34	2	2
21	35	2	2
21	36	2	2
22	0	5	2
22	1	5	2
22	2	5	2
22	3	5	2
22	4	5	2
22	35	1	1
22	36	1	1
22	37	1	1
23	4	5	3
23	16	1	1
23	17	1	1
24	3	1	2
24	4	1	2
24	5	1	2
24	10	4	2
24	11	4	2
24	19	0	1
24	20	0	1
24	21	0	1
24	22	0	1
24	26	0	3
24	27	0	3
24	28	0	3
24	29	0	3
24	30	0	3
25	0	0	2
25	1	0	2
25	2	0	2
26	2	5	1
26	3	5	1
26	4	5	1
26	5	5	1
26	6	5	1
26	14	5	2
26	15	5	2
26	16	5	2
26	37	5	2
26	38	5	2
26	39	5	2
26	40	5	2
27	16	2	1
27	33	2	2
27	34	2	2
27	35	2	2
27	36	2	2
28	0	4	2
28	1	4	2
28	2	4	2
28	3	4	2
28	4	4	2
28	16	4	1
28	17	4	1
28	29	0	1
28	30	0	1
29	3	2	1
29	13	2	3
29	14	2	3
29	29	2	3
29	30	2	3
29	31	2	3
29	32	2	3
29	33	2	3
29	40	2	1
29	41	2	1
30	0	3	3
30	1	3	3
30	2	3	3
30	3	3	3
30	8	2	3
30	9	2	3
30	10	2	3
30	28	3	2
30	29	3	2
30	30	3	2
31	2	5	2
31	15	1	1
31	16	1	1
31	17	1	1
31	18	1	1
32	12	0	1
32	13	0	1
32	19	2	2
32	31	2	2
32	32	2	2
32	33	2	2
32	34	2	2
32	35	2	2
33	6	5	1
33	17	4	1
33	24	0	3
33	25	0	3
33	26	0	3
33	27	0	3
33	28	0	3
33	35	5	1
33	36	5	1
33	37	5	1
33	38	5	1
34	3	0	2
34	4	0	2
34	5	0	2
34	6	0	2
34	7	0	2
34	11	2	2
34	12	2	2
34	13	2	2
34	14	2	2
34	36	0	2
34	37	0	2
34	38	0	2
35	5	1	2
35	6	1	2
35	7	1	2
35	8	1	2
35	15	5	3
35	16	5	3
35	22	5	2
35	23	5	2
35	24	5	2
35	25	5	2
36	10	2	3
36	14	4	1
36	18	2	3
36	19	2	3
36	36	2	1
36	37	2	1
36	38	2	1
37	6	2	1
37	14	0	2
37	15	0	2
37	27	5	3
37	28	5	3
37	29	5	3
37	30	5	3
37	34	1	2
37	35	1	2
37	36	1	2
37	37	1	2
37	38	1	2
38	19	1	2
38	20	1	2
39	40	2	3
39	41	2	3
40	3	4	3
40	4	4	3
40	5	4	3
40	6	4	3
40	31	0	2
40	32	0	2
40	33	0	2
41	0	3	1
41	1	3	1
41	2	3	1
41	3	3	1
41	4	3	1
41	25	5	1
41	32	3	1
41	33	3	1
41	34	3	1
41	35	3	1
41	40	3	1
41	41	3	1
42	5	2	3
42	6	2	3
42	7	2	3
42	8	2	3
42	9	2	3
42	16	5	3
43	17	0	1
43	24	1	2
43	25	1	2
43	26	1	2
43	27	1	2
43	32	4	3
43	33	4	3
43	34	4	3
43	35	4	3
43	36	4	3
43	41	4	1
44	3	4	1
44	4	4	1
44	5	4	1
44	6	4	1
44	7	4	1
44	28	2	3
44	29	2	3
44	30	2	3
