0	3	5	1
0	4	5	1
0	13	2	1
0	14	2	1
0	28	1	1
0	29	1	1
2	1	4	2
4	35	5	1
4	36	5	1
5	23	2	3
5	24	2	3
5	25	2	3
5	31	3	3
5	32	3	3
6	22	0	2
6	23	0	2
6	24	0	2
7	16	0	1
7	17	0	1
7	18	0	1
7	19	0	1
7	23	0	2
7	24	0	2
7	25	0	2
7	33	4	1
7	34	4	1
7	35	4	1
9	1	5	3
9	2	5	3
9	3	5	3
9	4	5	3
9	38	5	1
10	30	0	2
12	23	5	1
12	24	5	1
12	25	5	1
13	33	3	2
15	18	4	3
15	19	4	3
15	26	3	3
15	37	3	3
15	38	3	3
15	39	3	3
15	40	3	3
15	41	3	3
16	13	5	2
17	8	2	3
17	9	2	3
17	10	2	3
17	11	2	3
17	23	5	3
17	24	5	3
17	25	5	3
18	13	4	3
18	14	4	3
18	15	4	3
18	16	4	3
18	28	0	2
18	29	0	2
19	27	5	3
19	28	5	3
19	29	5	3
22	12	2	1
23	22	5	2
23	23	5	2
23	24	5	2
23	25	5	2
23	37	4	3
23	38	4	3
23	39	4	3
23	40	4	3
23	41	4	3
24	37	0	3
24	38	0	3
24	39	0	3
24	40	0	3
25	16	2	2
25	17	2	2
25	18	2	2
25	19	2	2
25	20	2	2
25	24	2	1
25	25	2	1
25	26	2	1
25	39	2	1
25	40	2	1
26	30	2	2
26	31	2	2
27	0	2	3
27	5	2	2
27	6	2	2
28	9	4	1
28	10	4	1
28	11	4	1
30	18	2	3
30	19	2	3
30	20	2	3
30	21	2	3
31	9	1	1
31	10	1	1
31	11	1	1
31	29	5	3
31	30	5	3
31	31	5	3
32	0	1	2
32	27	2	2
33	0	2	3
33	1	2	3
34	20	1	1
34	21	1	1
34	22	1	1
34	23	1	1
36	0	2	1
36	1	2	1
36	2	2	1
38	7	5	3
38	8	5	3
38	9	5	3
38	10	5	3
38	11	5	3
38	33	5	1
38	34	5	1
38	35	5	1
38	36	5	1
39	16	4	1
39	17	4	1
39	18	4	1
40	12	0	3
40	13	0	3
40	24	1	1
40	25	1	1
41	9	5	2
42	41	5	1
44	11	4	2
44	12	4	2
44	13	4	2
44	14	4	2
44	35	4	1
44	36	4	1
44	37	4	1

