0	21	1
1	1	0
1	15	4
1	16	4
1	24	4
1	9	2
10	0	2
10	21	5
11	10	0
11	11	0
11	12	0
11	25	0
11	9	0
12	14	1
12	36	2
12	8	4
12	9	4
13	17	0
13	18	0
13	19	0
13	20	0
13	25	0
13	26	0
13	27	0
13	28	0
13	3	2
13	39	2
13	4	2
13	5	2
13	6	2
14	21	2
14	22	2
14	23	2
14	24	2
14	25	2
14	33	1
14	35	1
15	2	3
15	3	3
15	4	3
16	2	2
16	31	2
16	32	2
16	33	2
16	40	1
17	35	5
18	3	2
18	4	2
18	5	2
18	6	2
19	10	2
19	11	2
19	19	2
19	20	2
19	21	2
19	22	2
2	12	2
2	13	2
2	14	2
2	20	5
2	27	0
20	14	3
20	15	3
20	16	3
20	20	3
20	21	3
20	22	3
20	23	3
20	28	1
21	17	3
21	18	3
21	21	3
21	33	2
21	36	2
21	7	2
21	8	2
22	37	1
22	4	5
23	16	1
23	23	5
23	4	5
24	10	4
24	11	4
24	19	0
24	20	0
24	22	0
24	26	0
24	27	0
24	28	0
24	29	0
24	3	1
24	30	0
24	5	1
25	0	0
25	1	0
25	2	0
26	14	5
26	37	5
27	16	2
27	33	2
27	34	2
27	35	2
27	36	2
28	0	4
28	1	4
28	2	4
28	29	0
29	13	2
29	14	2
29	29	2
29	3	2
29	30	2
29	31	2
29	32	2
29	33	2
29	40	2
29	41	2
3	1	2
3	11	1
3	13	1
3	2	2
3	23	0
3	24	0
3	25	0
30	0	3
30	1	3
30	10	2
30	2	3
30	28	3
30	29	3
30	3	3
30	30	3
30	8	2
30	9	2
31	15	1
32	19	2
32	33	2
32	34	2
32	35	2
33	24	0
33	25	0
33	38	5
34	11	2
34	12	2
34	13	2
34	14	2
34	3	0
34	36	0
34	37	0
34	38	0
34	4	0
34	5	0
34	6	0
34	7	0
35	16	5
35	24	5
35	5	1
35	7	1
36	0	2
36	1	2
36	10	2
36	14	4
36	18	2
36	19	2
36	2	2
36	36	2
36	37	2
36	38	2
37	14	0
37	15	0
37	36	1
37	38	1
37	6	2
38	19	1
4	1	2
4	13	0
4	14	0
4	24	2
4	3	2
4	4	2
40	3	4
40	31	0
40	32	0
40	33	0
40	4	4
41	0	3
41	1	3
41	2	3
42	5	2
42	6	2
42	7	2
42	8	2
42	9	2
43	17	0
43	24	1
43	27	1
43	35	4
43	36	4
44	28	2
44	29	2
44	30	2
44	7	4
5	17	2
5	18	2
5	38	2
5	6	2
5	7	2
6	29	2
6	3	1
6	30	2
6	31	2
6	32	2
6	5	1
7	10	0
8	23	0
8	24	0
8	33	1
8	35	1
9	10	2
9	11	2
9	14	2
0	0	1
0	9	5
2	15	0
23	33	4
13	7	5
13	10	0
23	36	2
23	37	2
13	11	5
24	2	0
13	16	0
24	4	0
24	6	0
24	9	1
24	14	4
13	24	2
24	15	4
2	18	0
24	21	1
24	23	1
13	31	3
13	32	3
2	19	2
13	36	2
13	37	0
13	38	0
24	38	2
24	39	2
14	0	4
14	1	4
25	3	3
14	4	1
25	4	3
14	5	0
14	6	1
25	8	3
14	7	0
25	9	3
14	8	1
25	14	3
25	15	3
25	16	3
14	11	4
25	17	3
14	12	4
25	18	3
14	15	1
14	16	0
25	22	0
25	23	3
14	17	0
25	24	3
14	18	1
25	25	3
25	26	3
2	23	4
25	31	2
25	32	3
25	33	3
25	34	3
25	35	3
25	38	0
2	24	4
25	39	0
25	40	0
25	41	0
26	0	0
26	1	1
26	4	1
26	5	0
26	6	1
14	34	0
26	10	1
26	11	0
26	12	1
26	13	0
26	17	1
26	18	0
15	0	3
26	19	0
15	1	3
26	20	1
26	23	1
26	24	0
15	7	3
15	8	3
26	30	1
26	31	5
15	9	3
15	10	3
15	11	3
26	36	1
2	28	5
15	14	3
15	15	3
15	16	3
27	1	2
27	2	2
27	3	2
27	4	2
15	19	3
15	20	3
27	7	2
15	21	3
27	8	2
27	9	2
27	10	2
15	22	4
27	11	2
27	14	2
27	15	2
15	27	2
27	17	2
15	28	3
27	18	2
15	29	3
15	30	3
27	23	2
15	31	4
27	24	2
2	31	2
27	25	2
27	26	2
27	27	2
15	37	2
27	32	2
15	38	4
2	32	5
16	1	1
27	40	2
27	41	2
16	3	0
16	4	0
28	5	0
16	7	0
28	6	0
16	8	0
28	7	2
28	8	0
16	9	0
16	10	0
28	11	0
28	12	0
16	11	5
28	13	0
28	14	2
28	15	5
16	15	1
28	18	0
16	16	0
28	19	0
28	20	4
16	17	1
2	35	2
28	23	2
28	24	2
16	20	0
28	25	5
16	21	2
16	22	5
28	30	5
2	36	2
28	35	0
28	36	2
28	37	2
29	0	2
2	37	0
29	1	2
29	2	2
29	4	2
16	34	5
29	7	2
29	8	2
29	9	2
29	10	5
16	39	0
29	15	2
17	1	0
29	16	2
29	17	5
17	2	5
17	5	0
29	22	2
29	23	2
17	6	0
29	24	5
17	7	0
17	8	0
17	9	0
17	16	0
17	17	2
17	18	2
17	19	2
17	20	2
30	4	3
17	23	0
17	24	0
3	0	1
17	25	2
30	11	3
30	12	3
30	13	3
17	28	2
17	29	2
30	17	3
30	18	3
17	30	5
30	19	3
30	20	3
30	21	3
17	33	0
17	34	0
30	27	1
17	38	0
17	39	0
30	35	1
30	36	3
18	2	1
0	12	2
3	3	0
31	1	1
31	2	3
31	3	3
31	4	3
31	5	3
31	6	3
3	4	5
18	11	1
18	12	0
31	10	3
31	11	3
18	13	1
18	16	1
31	16	2
31	17	3
18	17	0
31	18	5
18	18	1
31	24	1
31	25	3
18	21	4
31	26	3
18	22	4
31	27	5
18	25	1
18	26	4
31	35	1
18	29	1
31	36	5
18	30	0
18	31	1
31	41	1
32	2	1
32	3	0
32	4	1
18	38	1
32	8	1
32	9	3
32	10	3
18	39	4
19	0	5
32	14	1
3	9	1
32	15	0
19	5	1
32	20	0
19	6	0
32	21	0
19	7	1
32	22	1
32	23	4
3	10	0
32	28	1
32	29	4
19	14	1
19	15	0
19	16	1
32	41	1
33	0	3
33	1	5
3	12	0
19	23	0
33	5	3
33	6	3
33	7	3
33	8	3
19	26	0
33	9	3
19	27	0
33	10	3
19	28	1
19	29	0
0	13	5
19	30	1
33	17	0
33	18	0
33	19	3
33	23	0
19	36	1
19	37	5
33	29	2
33	30	3
33	31	3
33	32	5
20	1	1
33	33	4
20	2	0
20	3	1
20	4	0
33	39	4
3	16	1
34	2	1
20	9	1
20	10	0
20	11	5
3	17	0
34	15	0
20	19	3
34	19	1
34	20	2
3	18	1
20	26	1
34	28	0
34	29	0
20	27	0
34	30	1
3	19	0
20	29	5
34	35	1
20	33	1
34	39	1
20	34	5
3	20	1
35	2	0
35	3	1
35	4	0
35	6	0
21	0	3
21	1	3
35	11	0
35	12	1
21	2	5
35	13	0
35	14	0
21	3	4
35	15	2
21	4	4
21	9	3
35	23	1
35	25	4
21	10	4
35	26	4
35	27	4
21	13	3
21	14	5
35	31	0
35	32	1
21	22	3
21	23	3
36	3	2
21	24	5
36	4	2
21	25	4
36	9	2
36	11	2
36	12	2
36	13	2
21	32	0
3	26	5
36	20	4
36	21	4
21	37	3
36	26	2
36	27	2
36	28	2
21	41	2
22	0	1
22	1	3
22	2	3
22	3	3
36	35	2
22	7	1
22	8	3
22	9	3
37	0	2
22	12	1
37	4	0
37	5	2
22	13	3
37	7	2
37	8	0
37	9	1
22	16	1
22	17	3
37	13	1
22	18	3
3	30	2
37	16	0
37	17	2
22	21	3
37	18	5
22	22	5
37	22	1
37	23	5
22	25	1
3	31	5
22	26	3
37	30	0
37	31	5
22	33	3
37	37	0
22	34	5
38	0	1
38	1	2
22	38	3
38	2	2
38	3	5
23	0	1
38	7	2
23	1	3
38	8	4
23	2	3
38	9	4
38	10	4
23	3	3
38	14	1
38	15	5
38	20	2
23	10	2
38	21	2
38	22	5
23	11	3
23	12	4
38	26	1
38	27	2
23	17	4
38	33	1
38	34	2
23	18	4
23	21	1
23	22	3
39	0	3
39	1	3
