28	28	28	11	7	28	28	28	11	7	28	28	28	11	0	3	0	0	8640	7920	5	2	2	2
0	28	0	0	7	0	28	28	11	7	28	28	28	0	7	0	0	2	8640	7920	5	2	2	2
28	28	28	11	7	0	0	28	0	0	0	28	0	11	7	3	2	2	8640	7920	5	2	2	2
0	0	28	11	0	0	28	28	11	7	0	0	28	11	7	0	0	0	8640	7920	5	2	2	2
28	0	28	11	0	28	0	28	11	7	28	28	28	0	7	3	2	2	8640	7920	5	2	2	2
0	28	28	0	7	28	28	0	0	7	0	28	28	11	7	0	2	2	8640	7920	5	2	2	2
28	28	28	0	7	28	28	28	11	7	28	28	28	0	0	3	2	2	8640	7920	5	2	2	2
0	28	28	11	7	28	28	0	0	7	28	0	28	11	7	0	0	0	8640	7920	5	2	2	2
28	28	0	11	7	28	28	0	0	0	28	28	28	11	7	3	2	0	8640	7920	5	2	2	2
28	28	28	0	0	28	28	28	0	7	0	28	28	11	7	0	2	2	8640	7920	5	2	2	2
28	28	28	0	7	28	28	28	0	7	28	28	0	11	7	3	2	0	8640	7920	5	2	2	2
28	28	28	11	7	28	28	28	11	0	0	0	0	11	0	3	0	0	8640	7920	5	2	2	2
28	28	28	11	7	28	28	0	11	7	28	28	0	11	0	3	0	0	8640	7920	5	2	2	2
28	28	28	0	7	0	28	28	11	0	28	28	28	11	0	3	2	2	8640	7920	5	2	2	2
28	0	28	11	7	28	28	0	11	7	28	0	28	11	7	0	2	2	8640	7920	5	2	2	2
28	28	28	11	7	0	28	28	11	7	28	28	28	0	7	3	0	0	8640	7920	5	2	2	2
28	28	28	11	7	28	28	28	11	7	28	28	28	11	7	0	2	2	8640	7920	5	2	2	2
0	28	0	11	7	28	0	0	11	7	0	28	28	11	7	3	2	2	8640	7920	5	2	2	2
28	28	28	11	7	28	0	28	11	7	0	28	28	11	7	3	2	2	8640	7920	5	2	2	2
28	28	28	11	0	28	0	28	0	7	28	0	28	0	7	3	2	2	8640	7920	5	2	2	2
0	28	28	11	7	0	0	28	11	7	28	28	28	11	7	0	2	2	8640	7920	5	2	2	2
28	0	28	0	0	28	28	0	0	7	28	28	0	11	7	0	2	2	8640	7920	5	2	2	2
28	0	0	0	7	28	28	28	11	7	0	0	28	11	7	0	0	2	8640	7920	5	2	2	2
0	28	28	11	7	28	0	28	11	7	0	28	28	11	7	3	2	2	8640	7920	5	2	2	2
28	28	28	11	7	28	28	28	11	7	28	28	28	11	7	0	0	0	8640	7920	5	2	2	2
28	28	28	11	0	0	0	28	11	7	28	28	28	11	7	0	2	0	8640	7920	5	2	2	2
28	28	0	0	7	0	28	0	11	7	28	28	28	11	7	3	2	2	8640	7920	5	2	2	2
28	28	28	11	7	0	28	28	11	7	28	28	28	11	7	0	2	2	8640	7920	5	2	2	2
0	28	28	11	0	28	28	28	0	7	28	0	28	11	7	3	2	2	8640	7920	5	2	2	2
28	28	0	11	7	28	28	28	0	7	28	28	28	0	7	3	2	2	8640	7920	5	2	2	2
28	28	28	0	0	0	0	0	11	7	28	28	28	0	0	3	0	2	8640	7920	5	2	2	2
28	28	28	11	7	28	28	28	11	7	0	28	0	11	0	0	2	2	8640	7920	5	2	2	2
28	28	28	0	7	28	28	28	0	0	28	28	28	11	0	0	2	2	8640	7920	5	2	2	2
28	28	0	0	7	28	0	0	0	7	0	0	28	11	7	3	2	2	8640	7920	5	2	2	2
28	28	0	0	0	28	28	0	11	7	0	28	0	0	0	3	2	2	8640	7920	5	2	2	2
28	28	0	11	7	28	0	28	0	7	0	28	0	11	0	3	2	2	8640	7920	5	2	2	2
28	28	28	0	0	28	0	28	11	0	28	28	28	0	7	3	0	2	8640	7920	5	2	2	2
28	28	28	11	7	0	0	28	11	7	0	0	0	11	7	3	2	0	8640	7920	5	2	2	2
28	0	28	11	7	28	0	28	11	7	28	28	0	11	7	3	2	0	8640	7920	5	2	2	2
28	28	28	11	7	0	28	28	0	7	28	28	28	11	7	0	2	2	8640	7920	5	2	2	2
0	28	0	0	7	0	0	0	11	7	28	28	28	11	7	0	2	0	8640	7920	5	2	2	2
28	28	28	11	0	28	0	28	11	7	28	28	0	11	0	0	2	2	8640	7920	5	2	2	2
28	28	0	0	7	28	28	28	11	7	28	28	28	11	7	3	2	0	8640	7920	5	2	2	2
28	28	0	11	7	28	28	28	11	7	28	0	28	11	0	3	0	2	8640	7920	5	2	2	2
28	0	28	11	7	28	28	28	0	0	28	28	28	11	7	3	0	2	8640	7920	5	2	2	2
