回数,計算時間,評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト,人数違反
0,0.008000,7410,0,0,0,0,0,0,0,0,0,216,4,7190,0,0,0,
0,0.078000,7409,0,0,0,0,0,0,0,0,0,215,4,7190,0,0,0,
0,0.082000,7409,0,0,0,0,0,0,0,0,0,215,4,7190,384,34,0,
0,0.983000,6902,0,0,0,0,0,0,0,0,0,210,7,6685,384,45,0,
0,1.906000,6900,0,0,0,0,0,0,0,0,0,211,4,6685,384,29,0,
0,2.803000,6900,0,0,0,0,0,0,0,0,0,211,4,6685,384,36,0,
0,3.708000,6900,0,0,0,0,0,0,0,0,0,211,4,6685,384,41,0,
0,4.602000,6900,0,0,0,0,0,0,0,0,0,211,4,6685,384,28,0,
0,5.509000,6887,0,0,0,0,0,0,0,0,0,197,6,6684,384,25,0,
0,6.402000,6886,0,0,0,0,0,0,0,0,0,196,6,6684,384,28,0,
0,7.304000,6886,0,0,0,0,0,0,0,0,0,196,6,6684,384,31,0,
0,8.196000,6886,0,0,0,0,0,0,0,0,0,196,6,6684,384,31,0,
0,9.104000,6886,0,0,0,0,0,0,0,0,0,196,6,6684,384,24,0,
0,9.998000,6886,0,0,0,0,0,0,0,0,0,196,6,6684,384,33,0,
0,10.894000,6886,0,0,0,0,0,0,0,0,0,196,6,6684,384,33,0,
0,11.787000,6796,0,0,0,0,0,0,0,0,0,208,6,6582,384,28,0,
0,12.702000,6693,0,0,0,0,0,0,0,0,0,206,5,6482,384,26,0,
0,13.598000,6594,0,0,0,0,0,0,0,0,0,207,5,6382,384,39,0,
0,14.500000,6594,0,0,0,0,0,0,0,0,0,207,5,6382,384,42,0,
0,15.384000,6594,0,0,0,0,0,0,0,0,0,207,5,6382,384,27,0,
0,16.292000,6503,0,0,0,0,0,0,0,0,0,218,4,6281,384,22,0,
0,17.186000,6503,0,0,0,0,0,0,0,0,0,218,4,6281,384,37,0,
0,18.089000,6503,0,0,0,0,0,0,0,0,0,218,4,6281,384,29,0,
0,18.972000,6503,0,0,0,0,0,0,0,0,0,218,4,6281,384,42,0,
0,19.883000,6503,0,0,0,0,0,0,0,0,0,218,4,6281,384,38,0,
