回数,計算時間,評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト,人数違反
0,0.019000,4760,0,0,0,0,0,0,0,0,0,98,0,4662,
0,5.467000,12658,0,0,0,0,0,0,0,0,0,211,6,12441,
0,6.225000,10408,0,0,0,0,0,0,0,0,0,185,6,10217,
0,6.227000,10408,0,0,0,0,0,0,0,0,0,185,6,10217,
0,6.375000,10112,0,0,0,0,0,0,0,0,0,195,3,9914,
0,6.524000,10112,0,0,0,0,0,0,0,0,0,195,3,9914,
0,6.672000,10112,0,0,0,0,0,0,0,0,0,195,3,9914,
0,6.826000,9712,0,0,0,0,0,0,0,0,0,196,6,9510,
0,6.977000,9308,0,0,0,0,0,0,0,0,0,199,3,9106,
0,7.124000,9308,0,0,0,0,0,0,0,0,0,199,3,9106,
0,7.271000,9308,0,0,0,0,0,0,0,0,0,199,3,9106,
0,7.419000,9308,0,0,0,0,0,0,0,0,0,199,3,9106,
0,7.567000,9212,0,0,0,0,0,0,0,0,0,201,6,9005,
0,7.714000,9212,0,0,0,0,0,0,0,0,0,201,6,9005,
0,7.862000,9212,0,0,0,0,0,0,0,0,0,201,6,9005,
0,8.014000,9212,0,0,0,0,0,0,0,0,0,201,6,9005,
0,8.164000,8900,0,0,0,0,0,0,0,0,0,192,6,8702,
0,8.314000,8802,0,0,0,0,0,0,0,0,0,190,11,8601,
0,8.461000,8802,0,0,0,0,0,0,0,0,0,190,11,8601,
0,8.610000,8802,0,0,0,0,0,0,0,0,0,190,11,8601,
0,8.758000,8794,0,0,0,0,0,0,0,0,0,187,5,8602,
0,8.906000,8694,0,0,0,0,0,0,0,0,0,188,5,8501,
0,9.054000,8694,0,0,0,0,0,0,0,0,0,188,5,8501,
0,9.203000,8694,0,0,0,0,0,0,0,0,0,188,5,8501,
0,9.355000,8694,0,0,0,0,0,0,0,0,0,188,5,8501,
0,9.505000,8694,0,0,0,0,0,0,0,0,0,188,5,8501,
0,9.652000,8694,0,0,0,0,0,0,0,0,0,188,5,8501,
0,9.800000,8694,0,0,0,0,0,0,0,0,0,188,5,8501,
0,9.946000,8694,0,0,0,0,0,0,0,0,0,188,5,8501,
0,10.093000,8496,0,0,0,0,0,0,0,0,0,194,4,8298,
0,10.241000,8493,0,0,0,0,0,0,0,0,0,183,11,8299,
0,10.389000,8401,0,0,0,0,0,0,0,0,0,193,11,8197,
0,10.542000,8401,0,0,0,0,0,0,0,0,0,193,11,8197,
0,10.692000,8401,0,0,0,0,0,0,0,0,0,193,11,8197,
0,10.840000,8401,0,0,0,0,0,0,0,0,0,193,11,8197,
0,10.987000,8401,0,0,0,0,0,0,0,0,0,193,11,8197,
0,11.135000,8401,0,0,0,0,0,0,0,0,0,193,11,8197,
0,11.283000,8401,0,0,0,0,0,0,0,0,0,193,11,8197,
0,11.430000,8305,0,0,0,0,0,0,0,0,0,201,8,8096,
0,11.578000,8203,0,0,0,0,0,0,0,0,0,200,8,7995,
0,11.729000,8203,0,0,0,0,0,0,0,0,0,200,8,7995,
0,11.880000,8203,0,0,0,0,0,0,0,0,0,200,8,7995,
