0	0	2	100	1
0	1	3	100	1
1	0	3	100	1
1	1	3	100	1
2	0	4	100	1
2	1	4	100	1
3	0	2	100	1
3	1	3	100	1
4	0	2	100	1
4	1	3	100	1
5	0	2	100	1
5	1	3	100	1
6	0	2	100	1
6	1	3	100	1
7	0	3	100	1
7	1	3	100	1
8	0	4	100	1
8	1	3	100	1
9	0	3	100	1
9	1	2	100	1
10	0	2	100	1
10	1	3	100	1
11	0	4	100	1
11	1	3	100	1
12	0	2	100	1
12	1	3	100	1
13	0	5	100	1
13	1	3	100	1
14	0	3	100	1
14	1	4	100	1
15	0	5	100	1
15	1	4	100	1
16	0	4	100	1
16	1	4	100	1
17	0	3	100	1
17	1	2	100	1
18	0	2	100	1
18	1	3	100	1
19	0	6	100	1
19	1	4	100	1
20	0	2	100	1
20	1	2	100	1
21	0	4	100	1
21	1	4	100	1
22	0	3	100	1
22	1	2	100	1
23	0	5	100	1
23	1	3	100	1
24	0	4	100	1
24	1	4	100	1
25	0	4	100	1
25	1	6	100	1
26	0	4	100	1
26	1	4	100	1
27	0	4	100	1
27	1	1	100	1
