364	364	74	39	364	0	39	364	0	0	46	364	364	364	0	149	0	149	117	364	364	149	70	364	149	70	46	37	31	46	37	0	112320	111600	5	2	2	26
364	0	0	39	364	74	39	364	364	74	46	0	364	0	0	149	0	0	117	364	0	149	70	0	149	70	0	37	31	46	0	31	112320	111600	5	2	2	26
0	0	74	39	0	74	39	364	364	0	0	364	364	364	74	0	0	149	117	364	0	149	70	364	0	0	46	37	31	46	37	0	112320	111600	5	2	2	26
364	364	0	0	364	0	39	364	0	0	46	0	364	364	74	0	117	149	117	364	364	149	70	364	0	70	46	37	31	0	37	0	112320	111600	5	2	2	26
364	364	74	39	364	0	39	364	0	74	0	364	364	364	74	149	117	149	117	364	0	0	70	0	0	0	46	37	31	46	37	31	112320	111600	5	2	2	26
364	364	74	39	0	0	39	364	0	0	0	364	0	0	74	149	117	149	117	0	364	149	0	364	149	70	0	0	31	46	0	0	112320	111600	5	2	2	26
364	0	0	0	0	0	39	364	364	74	0	364	364	364	0	149	0	149	117	0	364	149	70	364	149	70	46	37	31	46	37	31	112320	111600	5	2	2	26
364	364	0	0	364	74	0	364	364	74	46	364	0	364	74	149	0	0	0	364	364	149	70	364	149	70	46	37	0	46	37	31	112320	111600	5	2	2	26
0	364	74	39	0	74	39	364	0	0	46	0	364	364	0	0	117	0	0	0	0	149	0	0	149	0	46	37	0	0	37	31	112320	111600	5	2	2	26
364	364	0	0	364	74	39	364	0	74	0	364	364	0	0	149	117	149	117	364	0	149	0	364	0	0	46	37	0	46	37	31	112320	111600	5	2	2	26
364	0	74	0	364	0	39	364	0	74	46	0	0	0	0	149	117	149	117	0	0	0	70	364	149	70	46	37	0	46	37	31	112320	111600	5	2	2	26
0	0	0	39	364	0	39	364	0	74	46	364	364	364	74	149	117	149	117	0	364	149	70	364	149	0	0	37	31	0	37	0	112320	111600	5	2	2	26
364	364	0	39	364	0	39	0	364	74	46	364	364	364	0	0	0	149	117	0	364	0	0	364	0	0	46	37	31	46	0	0	112320	111600	5	2	2	26
0	364	74	0	364	74	0	0	364	74	46	364	0	364	74	0	117	149	117	0	364	149	70	364	149	70	0	37	31	0	0	31	112320	111600	5	2	2	26
364	364	74	39	364	74	0	0	364	0	46	364	0	364	0	0	117	149	117	364	364	149	70	364	149	70	46	37	0	0	37	31	112320	111600	5	2	2	26
364	364	0	0	364	74	39	0	0	74	0	364	364	364	0	149	117	0	117	0	0	149	70	364	149	0	46	37	0	46	0	0	112320	111600	5	2	2	26
364	364	74	39	0	0	39	364	364	74	0	0	0	364	74	0	117	0	117	364	364	149	0	364	149	70	46	0	31	46	0	31	112320	111600	5	2	2	26
0	364	74	0	0	74	39	364	0	0	46	364	364	364	74	149	117	149	0	364	364	149	70	364	149	0	46	37	31	0	37	0	112320	111600	5	2	2	26
364	0	0	39	364	74	39	364	0	0	46	0	364	0	0	149	117	0	0	364	364	0	70	364	149	70	46	0	0	0	37	31	112320	111600	5	2	2	26
364	0	74	39	364	0	39	364	364	0	46	364	364	0	74	149	0	149	117	364	364	149	70	0	0	70	0	0	31	46	0	0	112320	111600	5	2	2	26
0	0	0	39	364	0	0	0	364	74	46	0	364	0	74	149	117	149	0	364	364	149	70	364	149	0	46	37	31	46	37	0	112320	111600	5	2	2	26
364	0	74	0	364	74	0	364	364	74	46	364	364	364	74	149	117	0	117	364	0	149	70	364	149	0	0	0	31	46	0	31	112320	111600	5	2	2	26
0	0	74	0	364	74	39	0	364	0	0	364	0	0	74	149	117	0	117	364	0	149	70	364	149	0	0	37	31	46	37	31	112320	111600	5	2	2	26
364	364	74	0	0	74	39	364	364	0	0	364	364	364	74	0	117	0	117	364	364	0	70	364	0	0	0	37	0	46	0	31	112320	111600	5	2	2	26
364	364	74	0	0	0	39	364	364	74	46	364	364	364	0	149	0	0	0	0	0	149	0	0	149	70	0	0	0	46	37	31	112320	111600	5	2	2	26
364	364	74	39	364	0	39	364	0	0	46	364	0	364	74	0	117	0	0	364	364	149	0	364	0	70	46	0	31	46	37	31	112320	111600	5	2	2	26
364	364	0	39	364	74	39	364	364	74	0	364	364	364	74	0	117	0	0	364	364	0	70	0	149	70	46	37	0	46	0	0	112320	111600	5	2	2	26
364	364	74	39	364	0	0	364	364	0	0	0	0	364	74	0	0	149	0	0	0	0	0	364	149	70	0	37	31	0	37	31	112320	111600	5	2	2	26
0	364	0	39	0	74	39	0	0	74	46	364	0	364	74	149	0	149	117	364	364	0	70	364	0	0	46	0	0	46	0	0	112320	111600	5	2	2	26
0	0	0	39	0	74	39	364	364	74	46	364	364	0	74	0	117	149	0	0	0	149	0	364	0	70	0	37	31	46	37	31	112320	111600	5	2	2	26
364	0	0	0	0	74	0	364	364	0	46	364	364	0	0	149	117	149	117	0	0	0	0	0	149	70	46	0	31	46	0	0	112320	111600	5	2	2	26
364	364	74	39	364	0	39	364	364	74	0	364	0	364	74	149	117	0	0	364	0	0	70	0	149	70	0	0	31	0	0	31	112320	111600	5	2	2	26
364	0	0	0	364	74	0	0	364	74	0	364	364	0	74	149	117	149	117	0	364	0	70	0	149	70	46	37	31	46	0	0	112320	111600	5	2	2	26
0	364	74	39	364	74	39	364	364	0	46	0	364	0	74	149	117	149	117	0	0	0	70	0	149	70	46	37	0	0	0	0	112320	111600	5	2	2	26
0	0	74	39	364	74	39	364	0	74	46	364	0	0	74	149	0	149	0	364	364	0	0	364	0	70	46	37	31	0	0	0	112320	111600	5	2	2	26
364	364	74	39	364	74	39	364	364	74	46	364	0	0	74	149	117	149	0	0	364	0	0	364	0	70	0	37	31	46	37	31	112320	111600	5	2	2	26
0	364	74	39	0	0	39	364	0	74	46	364	0	364	0	149	117	0	117	364	0	149	70	364	0	70	0	37	31	46	37	31	112320	111600	5	2	2	26
364	364	74	0	364	0	39	0	364	74	0	0	364	364	74	149	117	0	117	364	364	149	0	0	0	0	46	37	0	0	37	31	112320	111600	5	2	2	26
364	364	74	39	0	74	0	0	364	74	0	364	0	364	0	149	117	0	117	364	364	149	70	0	149	70	46	37	0	46	37	0	112320	111600	5	2	2	26
0	364	0	0	364	0	39	0	364	0	46	364	0	364	0	0	117	149	117	364	364	149	70	0	0	70	46	0	31	46	0	0	112320	111600	5	2	2	26
364	364	0	39	0	74	0	0	364	0	0	364	0	364	74	0	117	149	117	364	0	149	70	0	149	70	46	0	31	0	37	31	112320	111600	6	2	2	26
364	364	0	39	364	74	39	0	364	0	0	364	364	0	0	0	117	0	117	364	0	0	70	364	0	0	0	0	31	0	37	0	112320	111600	6	2	2	26
0	364	74	39	364	74	0	0	364	0	46	364	364	364	0	149	117	149	0	364	0	149	70	0	0	70	0	37	31	46	37	0	112320	111600	6	2	2	26
364	364	0	39	364	74	39	364	364	74	0	364	364	364	0	149	117	149	0	364	364	149	0	364	0	0	46	37	31	46	37	31	112320	111600	6	2	2	26
364	364	74	39	0	0	39	364	0	74	46	364	364	364	0	149	0	0	117	364	364	149	70	364	149	0	46	0	0	46	0	31	112320	111600	6	2	2	26
0	364	0	39	364	74	39	0	364	74	0	364	364	364	0	149	117	149	117	0	364	149	0	0	149	0	0	0	31	46	37	0	112320	111600	6	2	2	26
0	364	74	39	364	0	39	364	364	74	0	364	364	364	74	149	0	149	117	364	364	0	70	364	149	70	46	37	0	0	37	31	112320	111600	6	2	2	26
364	364	74	39	364	74	39	0	364	74	0	364	0	364	0	149	0	149	0	0	364	0	70	364	0	70	46	37	0	0	37	31	112320	111600	6	2	2	26
364	0	0	39	364	74	39	364	364	74	0	0	364	364	0	0	0	149	117	0	364	149	70	364	149	0	46	0	0	0	37	31	112320	111600	6	2	2	26
0	364	74	39	364	74	39	364	364	74	46	364	0	0	0	0	117	149	117	364	0	149	0	364	149	0	46	0	31	46	0	31	112320	111600	6	2	2	26
364	0	74	39	364	74	39	0	364	74	46	0	364	364	0	149	117	0	0	364	0	149	70	364	149	0	0	37	0	46	0	31	112320	111600	6	2	2	26
364	364	0	0	364	0	39	364	0	74	46	364	0	0	74	149	117	149	0	0	364	149	70	364	149	70	46	37	31	46	37	31	112320	111600	6	2	2	26
364	0	74	39	364	0	39	364	364	74	46	364	364	364	74	149	117	149	0	364	364	149	70	364	0	70	0	37	0	0	0	31	112320	111600	6	2	2	26
0	0	0	39	364	74	0	364	364	74	0	364	364	0	74	149	0	149	0	0	364	149	0	364	149	0	46	37	31	0	37	0	112320	111600	6	2	2	26
0	364	0	39	0	0	0	364	0	0	0	0	364	364	74	149	0	149	0	364	364	149	0	0	149	70	0	37	0	46	37	31	112320	111600	6	2	2	26
364	0	74	0	364	74	39	364	0	74	46	364	0	364	0	149	0	0	117	364	0	0	0	364	149	70	0	0	31	0	0	31	112320	111600	6	2	2	26
0	0	0	0	364	74	0	364	364	74	46	364	364	0	74	149	117	149	117	364	364	0	70	0	149	70	46	37	0	46	0	31	112320	111600	6	2	2	26
0	364	74	39	364	74	0	364	0	74	46	364	0	364	74	149	117	149	0	364	0	149	0	364	0	70	46	37	31	0	0	31	112320	111600	6	2	2	26
364	364	74	39	364	0	0	364	364	74	46	364	364	0	0	149	0	149	0	0	364	149	0	364	149	70	46	0	31	0	0	0	112320	111600	6	2	2	26
364	0	0	39	0	0	39	364	0	74	46	0	0	0	0	0	117	149	117	364	0	0	0	364	149	70	46	37	31	46	37	31	112320	111600	6	2	2	26
364	0	0	39	0	74	39	364	0	0	46	364	0	364	74	149	117	149	0	364	364	0	70	364	0	0	46	37	31	0	0	31	112320	111600	6	2	2	26
364	0	74	0	364	74	0	364	364	74	46	364	0	0	74	0	117	149	117	0	0	149	0	364	149	70	46	37	31	46	37	31	112320	111600	6	2	2	26
364	364	74	39	0	0	0	364	0	74	46	364	364	364	74	0	117	0	0	364	364	0	0	0	149	70	46	37	31	46	37	31	112320	111600	6	2	2	26
364	364	0	39	364	74	39	364	364	74	46	364	364	364	0	0	117	149	117	0	364	149	0	0	149	70	46	0	31	0	0	31	112320	111600	6	2	2	26
0	364	74	39	0	74	0	364	364	74	46	364	364	0	0	0	117	149	117	0	364	149	70	364	0	70	46	37	31	46	37	0	112320	111600	6	2	2	26
364	364	71	0	364	71	0	364	364	71	44	0	364	364	71	142	111	142	111	364	364	142	66	364	142	66	44	0	29	44	35	29	106680	105960	6	2	2	26
364	364	0	0	364	71	37	364	364	0	0	0	364	364	71	142	111	142	111	0	364	142	66	364	0	66	0	0	29	44	0	29	106680	105960	6	2	2	26
364	0	0	0	364	71	37	364	364	0	44	364	0	364	71	0	111	0	0	364	364	142	66	0	0	0	0	0	29	0	35	0	106680	105960	6	2	2	26
