0	0	1	100	1
0	1	2	100	1
0	2	1	100	1
0	3	3	100	1
0	4	2	100	1
0	5	3	100	1
0	6	3	100	1
0	7	2	100	1
0	8	3	100	1
0	9	2	100	1
0	10	1	100	1
0	11	2	100	1
0	12	1	100	1
0	13	2	100	1
0	14	2	100	1
0	15	1	100	1
0	16	0	100	1
0	17	0	100	1
0	18	1	100	1
0	19	3	100	1
0	20	2	100	1
0	21	1	100	1
0	22	1	100	1
0	23	2	100	1
0	24	0	100	1
0	25	1	100	1
0	26	2	100	1
0	27	1	100	1
0	28	0	100	1
0	29	1	100	1
0	30	1	100	1
0	31	1	100	1
1	0	2	100	1
1	1	2	100	1
1	2	1	100	1
1	3	1	100	1
1	4	2	100	1
1	5	0	100	1
1	6	0	100	1
1	7	2	100	1
1	8	2	100	1
1	9	2	100	1
1	10	1	100	1
1	11	2	100	1
1	12	1	100	1
1	13	2	100	1
1	14	4	100	1
1	15	0	100	1
1	16	1	100	1
1	17	2	100	1
1	18	0	100	1
1	19	2	100	1
1	20	1	100	1
1	21	1	100	1
1	22	1	100	1
1	23	1	100	1
1	24	1	100	1
1	25	0	100	1
1	26	2	100	1
1	27	1	100	1
1	28	1	100	1
1	29	1	100	1
1	30	2	100	1
1	31	0	100	1
2	0	2	100	1
2	1	2	100	1
2	2	0	100	1
2	3	1	100	1
2	4	1	100	1
2	5	2	100	1
2	6	1	100	1
2	7	2	100	1
2	8	1	100	1
2	9	1	100	1
2	10	1	100	1
2	11	2	100	1
2	12	3	100	1
2	13	2	100	1
2	14	3	100	1
2	15	2	100	1
2	16	0	100	1
2	17	1	100	1
2	18	1	100	1
2	19	2	100	1
2	20	4	100	1
2	21	0	100	1
2	22	1	100	1
2	23	3	100	1
2	24	0	100	1
2	25	1	100	1
2	26	1	100	1
2	27	1	100	1
2	28	0	100	1
2	29	0	100	1
2	30	2	100	1
2	31	2	100	1
3	0	2	100	1
3	1	2	100	1
3	2	2	100	1
3	3	1	100	1
3	4	1	100	1
3	5	0	100	1
3	6	1	100	1
3	7	2	100	1
3	8	4	100	1
3	9	2	100	1
3	10	1	100	1
3	11	2	100	1
3	12	3	100	1
3	13	4	100	1
3	14	3	100	1
3	15	0	100	1
3	16	2	100	1
3	17	2	100	1
3	18	0	100	1
3	19	3	100	1
3	20	1	100	1
3	21	2	100	1
3	22	1	100	1
3	23	2	100	1
3	24	0	100	1
3	25	1	100	1
3	26	1	100	1
3	27	1	100	1
3	28	1	100	1
3	29	1	100	1
3	30	3	100	1
3	31	0	100	1
4	0	2	100	1
4	1	2	100	1
4	2	1	100	1
4	3	2	100	1
4	4	1	100	1
4	5	1	100	1
4	6	0	100	1
4	7	2	100	1
4	8	1	100	1
4	9	4	100	1
4	10	2	100	1
4	11	2	100	1
4	12	4	100	1
4	13	2	100	1
4	14	3	100	1
4	15	0	100	1
4	16	2	100	1
4	17	2	100	1
4	18	0	100	1
4	19	2	100	1
4	20	1	100	1
4	21	2	100	1
4	22	3	100	1
4	23	3	100	1
4	24	0	100	1
4	25	0	100	1
4	26	1	100	1
4	27	1	100	1
4	28	0	100	1
4	29	1	100	1
4	30	1	100	1
4	31	0	100	1
5	0	2	100	1
5	1	1	100	1
5	2	1	100	1
5	3	0	100	1
5	4	2	100	1
5	5	0	100	1
5	6	1	100	1
5	7	2	100	1
5	8	2	100	1
5	9	3	100	1
5	10	1	100	1
5	11	3	100	1
5	12	1	100	1
5	13	1	100	1
5	14	1	100	1
5	15	1	100	1
5	16	0	100	1
5	17	0	100	1
5	18	1	100	1
5	19	2	100	1
5	20	2	100	1
5	21	0	100	1
5	22	3	100	1
5	23	1	100	1
5	24	0	100	1
5	25	1	100	1
5	26	2	100	1
5	27	1	100	1
5	28	1	100	1
5	29	1	100	1
5	30	2	100	1
5	31	0	100	1
6	0	3	100	1
6	1	1	100	1
