480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
720	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
720	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
480	0	1	2	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
480	0	1	2	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	0	1	2	3	4	5	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
720	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	-1	-1	-1	-1	-1	-1	-1	-1	-1
480	0	1	2	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
480	0	1	2	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
480	0	1	2	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	0	1	2	3	4	5	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
720	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
720	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	-1	-1	-1	-1	-1	-1	-1	-1	-1
480	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	-1	-1	-1	-1	-1	-1	-1	-1	-1
480	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	-1	-1	-1	-1	-1	-1	-1	-1	-1
720	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	21	22	24	25	-1	-1	-1	-1	-1
480	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	-1	-1	-1	-1	-1	-1	-1	-1	-1
720	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	21	22	24	25	-1	-1	-1	-1	-1
480	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	-1	-1
600	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	28	31
720	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	28	31
480	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	-1	-1
600	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	28	31
720	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	28	31
