1	1	2	3
1	2	2	3
1	3	2	3
1	4	2	3
1	5	2	3
4	1	3	2
4	2	3	2
4	16	3	1
4	17	3	1
4	18	3	1
6	21	0	2
6	22	0	2
6	23	0	2
6	24	0	2
6	25	0	2
8	25	0	1
8	26	0	1
11	3	1	2
11	4	1	2
11	5	1	2
11	6	1	2
14	10	3	3
14	11	3	3
14	12	3	3
14	13	3	3
14	14	3	3
18	20	4	2
18	21	4	2
18	22	4	2
18	23	4	2
20	19	3	3
20	20	3	3
20	21	3	3
20	22	3	3
24	9	2	3
24	10	2	3
24	11	2	3
24	12	2	3
24	13	2	3
25	2	4	2
25	3	4	2
25	4	4	2
25	5	4	2
25	6	4	2
25	21	1	3
27	3	1	1
27	4	1	1
27	5	1	1
28	0	0	2
28	6	3	2
28	7	3	2
28	8	3	2
29	2	3	3
29	3	3	3
29	4	3	3
29	5	3	3
31	11	0	3
31	12	0	3
31	13	0	3
31	14	0	3
33	0	2	1
33	1	2	1
33	2	2	1
33	10	0	3
33	11	0	3
34	10	0	1
36	10	2	1
36	11	2	1
36	12	2	1
36	13	2	1
37	5	4	2
37	6	4	2
37	17	4	1
37	18	4	1
