0	0	7	100	1
0	1	3	100	1
0	2	6	100	1
0	3	7	100	1
0	4	1	100	1
1	0	5	100	1
1	1	5	100	1
1	2	6	100	1
1	3	6	100	1
1	4	2	100	1
2	0	6	100	1
2	1	5	100	1
2	2	5	100	1
2	3	6	100	1
2	4	2	100	1
3	0	6	100	1
3	1	4	100	1
3	2	3	100	1
3	3	7	100	1
3	4	2	100	1
4	0	6	100	1
4	1	5	100	1
4	2	4	100	1
4	3	6	100	1
4	4	1	100	1
5	0	7	100	1
5	1	5	100	1
5	2	4	100	1
5	3	6	100	1
5	4	3	100	1
6	0	6	100	1
6	1	6	100	1
6	2	7	100	1
6	3	5	100	1
6	4	3	100	1
7	0	6	100	1
7	1	5	100	1
7	2	5	100	1
7	3	6	100	1
7	4	2	100	1
8	0	8	100	1
8	1	5	100	1
8	2	5	100	1
8	3	5	100	1
8	4	4	100	1
9	0	6	100	1
9	1	5	100	1
9	2	3	100	1
9	3	5	100	1
9	4	1	100	1
10	0	5	100	1
10	1	5	100	1
10	2	5	100	1
10	3	6	100	1
10	4	1	100	1
11	0	7	100	1
11	1	5	100	1
11	2	5	100	1
11	3	6	100	1
11	4	1	100	1
12	0	5	100	1
12	1	5	100	1
12	2	5	100	1
12	3	7	100	1
12	4	3	100	1
13	0	7	100	1
13	1	5	100	1
13	2	7	100	1
13	3	8	100	1
13	4	1	100	1
14	0	8	100	1
14	1	6	100	1
14	2	5	100	1
14	3	7	100	1
14	4	2	100	1
15	0	7	100	1
15	1	5	100	1
15	2	5	100	1
15	3	6	100	1
15	4	1	100	1
16	0	9	100	1
16	1	4	100	1
16	2	5	100	1
16	3	7	100	1
16	4	3	100	1
17	0	6	100	1
17	1	5	100	1
17	2	5	100	1
17	3	6	100	1
17	4	1	100	1
18	0	7	100	1
18	1	6	100	1
18	2	5	100	1
18	3	7	100	1
18	4	2	100	1
19	0	6	100	1
19	1	5	100	1
19	2	5	100	1
19	3	5	100	1
19	4	3	100	1
20	0	7	100	1
20	1	5	100	1
20	2	6	100	1
20	3	7	100	1
20	4	2	100	1
21	0	6	100	1
21	1	5	100	1
21	2	6	100	1
21	3	7	100	1
21	4	1	100	1
22	0	6	100	1
22	1	6	100	1
22	2	6	100	1
22	3	6	100	1
22	4	3	100	1
23	0	4	100	1
23	1	5	100	1
23	2	7	100	1
23	3	6	100	1
23	4	2	100	1
24	0	8	100	1
24	1	3	100	1
24	2	3	100	1
24	3	7	100	1
24	4	1	100	1
25	0	7	100	1
25	1	5	100	1
25	2	5	100	1
25	3	7	100	1
25	4	2	100	1
26	0	7	100	1
26	1	6	100	1
26	2	4	100	1
26	3	7	100	1
26	4	2	100	1
27	0	7	100	1
27	1	6	100	1
27	2	4	100	1
27	3	6	100	1
27	4	1	100	1
