0	28	0	28	0	8640	7560	5	2	2	2
28	0	9	28	0	8640	7560	5	2	2	2
28	28	0	28	0	8640	7560	5	2	2	2
0	28	9	28	5	8640	7560	5	2	2	2
28	0	0	28	5	8640	7560	5	2	2	2
0	28	0	28	5	8640	7560	5	2	2	2
28	0	9	28	5	8640	7560	5	2	2	2
0	28	9	0	0	8640	7560	5	2	2	2
28	28	0	0	5	8640	7560	5	2	2	2
0	28	0	28	5	8640	7560	5	2	2	2
0	28	0	0	5	8640	7560	5	2	2	2
28	28	9	28	5	8640	7560	5	2	2	2
28	28	0	28	0	8640	7560	5	2	2	2
0	0	0	28	0	8640	7560	5	2	2	2
28	0	9	28	0	8640	7560	5	2	2	2
28	28	9	28	5	8640	7560	5	2	2	2
28	28	9	28	0	8640	7560	5	2	2	2
28	28	9	0	5	8640	7560	5	2	2	2
28	28	9	28	5	8640	7560	5	2	2	2
0	0	9	28	0	8640	7560	5	2	2	2
28	0	9	28	0	8640	7560	5	2	2	2
28	28	9	28	5	8640	7560	5	2	2	2
28	28	9	0	5	8640	7560	5	2	2	2
28	28	0	0	0	8640	7560	5	2	2	2
28	28	9	28	0	8640	7560	5	2	2	2
28	28	9	28	5	8640	7560	5	2	2	2
0	28	0	28	0	8640	7560	5	2	2	2
28	28	9	0	5	8640	7560	5	2	2	2
28	28	0	28	5	8640	7560	5	2	2	2
28	0	9	28	0	8640	7560	5	2	2	2
0	28	8	28	0	8160	7080	5	2	2	2
28	0	8	28	0	8160	7080	5	2	2	2
28	0	0	0	0	8160	7080	5	2	2	2
28	0	8	28	0	8160	7080	5	2	2	2
28	28	0	28	5	8160	7080	5	2	2	2
28	28	8	28	5	8160	7080	5	2	2	2
28	28	8	28	0	8160	7080	5	2	2	2
0	28	8	28	5	8160	7080	5	2	2	2
28	0	0	0	5	8160	7080	5	2	2	2
28	28	8	28	5	8160	7080	5	2	2	2
