0	10	3	3
0	11	3	3
0	19	1	2
0	20	1	2
0	21	1	2
0	22	1	2
0	23	1	2
1	12	0	3
2	3	3	2
2	4	3	2
2	5	3	2
2	6	3	2
2	7	3	2
2	12	0	1
2	13	0	1
2	14	0	1
2	15	0	1
3	3	4	2
3	4	4	2
3	5	4	2
3	6	4	2
3	13	2	3
3	18	3	2
3	26	1	1
4	8	3	1
4	9	3	1
4	10	3	1
4	11	3	1
5	4	4	2
5	5	4	2
5	6	4	2
5	12	1	3
5	13	1	3
5	14	1	3
5	15	1	3
5	16	1	3
6	3	2	1
6	4	2	1
6	5	2	1
7	3	1	1
7	13	1	2
9	2	4	1
9	3	4	1
9	4	4	1
9	5	4	1
9	6	4	1
9	10	1	2
9	14	4	2
9	15	4	2
9	16	4	2
9	25	4	1
9	26	4	1
10	16	4	3
10	17	4	3
10	18	4	3
10	19	4	3
10	20	4	3
11	11	0	1
11	12	0	1
11	19	2	3
11	20	2	3
11	21	2	3
11	22	2	3
11	23	2	3
12	11	3	1
12	12	3	1
12	13	3	1
12	14	3	1
12	19	0	2
12	20	0	2
12	21	0	2
12	22	0	2
13	3	3	2
13	4	3	2
13	5	3	2
13	15	3	3
14	0	3	2
14	1	3	2
14	2	3	2
14	3	3	2
14	4	3	2
14	22	2	1
14	23	2	1
15	3	3	1
15	4	3	1
15	5	3	1
15	19	1	1
15	20	1	1
15	21	1	1
15	26	0	2
15	27	0	2
16	2	0	1
16	3	0	1
16	4	0	1
16	5	0	1
16	13	3	2
16	14	3	2
16	15	3	2
17	0	1	2
17	7	0	3
17	8	0	3
17	12	1	2
17	18	0	3
17	19	0	3
17	20	0	3
17	26	1	1
18	5	3	1
18	6	3	1
18	7	3	1
18	8	3	1
18	13	1	1
18	14	1	1
18	15	1	1
18	16	1	1
19	6	2	2
19	13	3	1
19	14	3	1
20	8	3	3
20	9	3	3
20	10	3	3
20	11	3	3
20	12	3	3
21	3	3	3
21	4	3	3
21	5	3	3
21	6	3	3
21	7	3	3
22	3	4	3
22	4	4	3
22	5	4	3
22	6	4	3
23	2	1	2
23	6	0	2
23	7	0	2
23	8	0	2
23	9	0	2
23	10	0	2
23	15	0	2
23	16	0	2
23	17	0	2
23	18	0	2
25	14	0	2
25	15	0	2
25	16	0	2
25	17	0	2
26	1	1	1
26	9	1	3
26	10	1	3
26	11	1	3
26	12	1	3
27	16	2	1
27	17	2	1
27	18	2	1
27	19	2	1
29	19	0	2
29	20	0	2
29	21	0	2
29	22	0	2
30	2	1	1
30	16	3	1
30	17	3	1
30	18	3	1
30	23	2	1
30	24	2	1
30	25	2	1
30	26	2	1
30	27	2	1
31	2	0	1
31	3	0	1
31	18	2	2
31	19	2	2
31	20	2	2
31	21	2	2
32	0	0	1
32	1	0	1
32	2	0	1
32	3	0	1
32	4	0	1
32	10	0	1
32	11	0	1
32	12	0	1
32	18	0	3
32	19	0	3
32	20	0	3
32	24	0	1
33	18	0	3
33	19	0	3
33	20	0	3
34	16	3	2
34	17	3	2
34	18	3	2
34	19	3	2
34	20	3	2
35	21	4	3
37	10	1	2
37	11	1	2
37	12	1	2
37	13	1	2
38	2	0	3
38	3	0	3
38	15	0	3
38	16	0	3
38	17	0	3
39	11	3	3
39	12	3	3
39	13	3	3
39	21	0	2
39	22	0	2
39	23	0	2
39	24	0	2
